sde,sdevice,svisual,
sde,sdevice,svisual,
,seed,,Vth,OffCurrent,OnCurrent,OnOffRatio,
,112,,0.342788,1.86607e-11,3.39695e-05,1.82037e+06,
,113,,0.353961,1.14438e-11,3.39115e-05,2.96332e+06,
,114,,0.353585,1.23070e-11,3.39763e-05,2.76073e+06,
,115,,0.353598,1.15168e-11,3.39492e-05,2.94779e+06,
,116,,0.341020,2.11665e-11,3.41462e-05,1.61322e+06,
,117,,0.358190,1.08943e-11,3.39218e-05,3.11373e+06,
,118,,0.343214,1.94195e-11,3.40568e-05,1.75374e+06,
,119,,0.350197,1.48004e-11,3.39767e-05,2.29566e+06,
,120,,0.346430,1.40749e-11,3.40003e-05,2.41566e+06,
,121,,0.348441,1.60063e-11,3.39359e-05,2.12017e+06,
,122,,0.356706,1.13922e-11,3.40146e-05,2.98577e+06,
,123,,0.354487,1.23743e-11,3.39777e-05,2.74583e+06,
,124,,0.349464,1.47071e-11,3.40219e-05,2.31330e+06,
,125,,0.340388,2.08298e-11,3.41419e-05,1.63909e+06,
,126,,0.346058,1.57862e-11,3.39665e-05,2.15166e+06,
,127,,0.345987,1.47208e-11,3.39303e-05,2.30492e+06,
,128,,0.340210,1.84112e-11,3.41373e-05,1.85416e+06,
,129,,0.349613,1.63473e-11,3.39187e-05,2.07487e+06,
,130,,0.347409,1.53810e-11,3.40766e-05,2.21550e+06,
,131,,0.359796,9.18210e-12,3.37616e-05,3.67690e+06,
,132,,0.364090,8.02550e-12,3.37521e-05,4.20561e+06,
,133,,0.354615,1.19493e-11,3.39640e-05,2.84234e+06,
,134,,0.356274,1.19668e-11,3.39693e-05,2.83863e+06,
,135,,0.339836,1.97965e-11,3.41597e-05,1.72554e+06,
,136,,0.345791,1.47201e-11,3.40031e-05,2.30998e+06,
,137,,0.342125,1.66352e-11,3.41184e-05,2.05098e+06,
,138,,0.354538,1.16288e-11,3.38325e-05,2.90938e+06,
,139,,0.354444,1.17950e-11,3.38775e-05,2.87219e+06,
,140,,0.364699,8.34357e-12,3.37431e-05,4.04421e+06,
,141,,0.344681,1.66020e-11,3.39906e-05,2.04738e+06,
,142,,0.342027,1.68849e-11,3.41377e-05,2.02179e+06,
,143,,0.343893,1.79023e-11,3.40754e-05,1.90341e+06,
,144,,0.357298,9.52208e-12,3.37770e-05,3.54723e+06,
,145,,0.340408,1.78475e-11,3.41657e-05,1.91431e+06,
,146,,0.339232,1.88907e-11,3.41339e-05,1.80691e+06,
,147,,0.338856,2.04149e-11,3.41030e-05,1.67050e+06,
,148,,0.348068,1.58184e-11,3.39664e-05,2.14728e+06,
,149,,0.349979,1.17206e-11,3.39378e-05,2.89556e+06,
,150,,0.356918,1.15663e-11,3.39395e-05,2.93435e+06,
,151,,0.350134,1.44438e-11,3.40028e-05,2.35414e+06,
,152,,0.347712,1.48892e-11,3.40448e-05,2.28653e+06,
,153,,0.348878,1.44655e-11,3.39382e-05,2.34615e+06,
,154,,0.348840,1.42509e-11,3.40260e-05,2.38763e+06,
,155,,0.347438,1.52763e-11,3.39692e-05,2.22365e+06,
,156,,0.351183,1.35815e-11,3.40012e-05,2.50350e+06,
,157,,0.358774,1.16106e-11,3.38626e-05,2.91653e+06,
,158,,0.357561,1.16796e-11,3.38796e-05,2.90076e+06,
,159,,0.358117,1.19805e-11,3.39370e-05,2.83270e+06,
,160,,0.346781,1.39469e-11,3.40869e-05,2.44405e+06,
,161,,0.345549,1.65854e-11,3.41403e-05,2.05845e+06,
,162,,0.349909,1.43203e-11,3.38759e-05,2.36558e+06,
,163,,0.350550,1.55883e-11,3.39221e-05,2.17612e+06,
,164,,0.352691,1.33132e-11,3.39750e-05,2.55199e+06,
,165,,0.354738,1.14739e-11,3.38178e-05,2.94738e+06,
,166,,0.360178,1.05317e-11,3.39299e-05,3.22170e+06,
,167,,0.348951,1.57155e-11,3.40486e-05,2.16656e+06,
,168,,0.355893,1.03295e-11,3.39592e-05,3.28758e+06,
,169,,0.354653,1.18999e-11,3.39308e-05,2.85135e+06,
,170,,0.352890,1.15724e-11,3.39308e-05,2.93205e+06,
,171,,0.347174,1.79079e-11,3.40167e-05,1.89954e+06,
,172,,0.352377,1.22330e-11,3.39331e-05,2.77389e+06,
,173,,0.347225,1.66363e-11,3.40843e-05,2.04880e+06,
,174,,0.348407,1.67430e-11,3.39606e-05,2.02835e+06,
,175,,0.350666,1.27578e-11,3.40508e-05,2.66903e+06,
,176,,0.356472,1.23321e-11,3.40074e-05,2.75764e+06,
,177,,0.351155,1.28935e-11,3.38978e-05,2.62905e+06,
,178,,0.358143,9.81025e-12,3.39581e-05,3.46149e+06,
,179,,0.348259,1.45638e-11,3.40550e-05,2.33833e+06,
,180,,0.352566,1.37790e-11,3.40208e-05,2.46903e+06,
,181,,0.351146,1.50530e-11,3.40511e-05,2.26208e+06,
,182,,0.356486,1.21451e-11,3.39075e-05,2.79187e+06,
,183,,0.345701,1.77458e-11,3.40360e-05,1.91798e+06,
,184,,0.346040,1.57741e-11,3.39906e-05,2.15484e+06,
,185,,0.346430,1.91364e-11,3.40510e-05,1.77939e+06,
,186,,0.351304,1.24601e-11,3.38996e-05,2.72065e+06,
,187,,0.354248,1.12684e-11,3.39696e-05,3.01459e+06,
,188,,0.347914,1.67142e-11,3.40116e-05,2.03490e+06,
,189,,0.361075,1.07990e-11,3.38138e-05,3.13120e+06,
,190,,0.356950,1.16493e-11,3.39505e-05,2.91437e+06,
,191,,0.342457,2.01075e-11,3.41576e-05,1.69875e+06,
,192,,0.359352,1.16070e-11,3.37786e-05,2.91018e+06,
,193,,0.353029,1.14329e-11,3.38843e-05,2.96375e+06,
,194,,0.355476,1.08318e-11,3.38537e-05,3.12540e+06,
,195,,0.345560,1.69763e-11,3.39256e-05,1.99841e+06,
,196,,0.344094,1.57727e-11,3.39700e-05,2.15372e+06,
,197,,0.353829,1.41533e-11,3.40340e-05,2.40467e+06,
,198,,0.356929,1.22731e-11,3.39517e-05,2.76634e+06,
,199,,0.346706,1.62411e-11,3.40308e-05,2.09536e+06,
,200,,0.341338,2.29914e-11,3.41419e-05,1.48499e+06,
