sde,sdevice,svisual,
sde,sdevice,svisual,
,seed,,Vth,OffCurrent,OnCurrent,OnOffRatio,
,178,,0.384422,1.48484e-12,2.41375e-05,1.62560e+07,
,179,,0.377161,1.70945e-12,2.39826e-05,1.40295e+07,
,180,,0.395794,8.23027e-13,2.37195e-05,2.88198e+07,
,181,,0.384525,1.20721e-12,2.37525e-05,1.96756e+07,
,182,,0.386029,1.43898e-12,2.38848e-05,1.65985e+07,
,183,,0.383996,1.49295e-12,2.38723e-05,1.59900e+07,
,184,,0.391289,1.00149e-12,2.38855e-05,2.38499e+07,
,185,,0.381642,1.50245e-12,2.39112e-05,1.59148e+07,
,186,,0.388392,1.15238e-12,2.38338e-05,2.06821e+07,
,187,,0.403915,8.14826e-13,2.35555e-05,2.89086e+07,
,188,,0.384242,1.45135e-12,2.39682e-05,1.65145e+07,
,189,,0.388426,1.10923e-12,2.38507e-05,2.15020e+07,
,190,,0.396202,7.90215e-13,2.38973e-05,3.02415e+07,
,191,,0.401429,8.60028e-13,2.36273e-05,2.74727e+07,
,192,,0.376153,1.71577e-12,2.40356e-05,1.40086e+07,
,193,,0.385450,1.29281e-12,2.39909e-05,1.85573e+07,
,194,,0.387534,1.12571e-12,2.37301e-05,2.10801e+07,
,195,,0.384003,1.36332e-12,2.37217e-05,1.73999e+07,
,196,,0.381108,1.61523e-12,2.40042e-05,1.48611e+07,
,197,,0.382048,1.49068e-12,2.39108e-05,1.60402e+07,
,198,,0.388620,1.21730e-12,2.39637e-05,1.96860e+07,
,199,,0.392304,9.89574e-13,2.37943e-05,2.40450e+07,
,200,,0.394752,9.60876e-13,2.36356e-05,2.45980e+07,
