sde,sdevice,svisual,
sde,sdevice,svisual,
,seed,,Vth,OffCurrent,OnCurrent,OnOffRatio,
,56,,0.357547,9.02249e-12,3.78762e-05,4.19797e+06,
,57,,0.365839,6.88010e-12,3.77865e-05,5.49214e+06,
,58,,0.369244,5.68785e-12,3.77097e-05,6.62987e+06,
,59,,0.367376,6.09765e-12,3.77320e-05,6.18796e+06,
,60,,0.360992,7.06608e-12,3.77129e-05,5.33717e+06,
,61,,0.368286,5.98401e-12,3.77519e-05,6.30880e+06,
,62,,0.354488,9.68185e-12,3.77899e-05,3.90317e+06,
,63,,0.363381,7.67590e-12,3.76863e-05,4.90969e+06,
,64,,0.363381,8.74188e-12,3.77448e-05,4.31769e+06,
,65,,0.357545,8.06128e-12,3.78226e-05,4.69189e+06,
,66,,0.358408,8.07416e-12,3.77584e-05,4.67646e+06,
,67,,0.350562,1.06694e-11,3.79278e-05,3.55483e+06,
,68,,0.350933,1.22826e-11,3.80647e-05,3.09906e+06,
,69,,0.354618,9.61398e-12,3.77968e-05,3.93144e+06,
,70,,0.361883,7.75207e-12,3.77104e-05,4.86455e+06,
,71,,0.361322,7.63197e-12,3.77795e-05,4.95016e+06,
,72,,0.354117,9.02340e-12,3.77100e-05,4.17914e+06,
,73,,0.358834,8.19640e-12,3.76774e-05,4.59682e+06,
,74,,0.350092,1.08632e-11,3.78305e-05,3.48244e+06,
,75,,0.354510,1.03683e-11,3.77554e-05,3.64141e+06,
,76,,0.357872,8.56485e-12,3.77938e-05,4.41267e+06,
,77,,0.351563,1.07551e-11,3.79092e-05,3.52477e+06,
,78,,0.358612,7.77180e-12,3.77785e-05,4.86097e+06,
,79,,0.354949,9.83808e-12,3.78965e-05,3.85202e+06,
,80,,0.372981,5.35122e-12,3.76488e-05,7.03555e+06,
,81,,0.363566,6.71668e-12,3.77082e-05,5.61411e+06,
,82,,0.350455,1.13016e-11,3.76396e-05,3.33045e+06,
,83,,0.366624,6.73843e-12,3.76370e-05,5.58543e+06,
,84,,0.351957,1.17032e-11,3.79470e-05,3.24245e+06,
,85,,0.359248,8.47634e-12,3.77437e-05,4.45283e+06,
,86,,0.367104,5.80865e-12,3.75609e-05,6.46637e+06,
,87,,0.362211,7.01161e-12,3.77319e-05,5.38134e+06,
,88,,0.361257,7.97828e-12,3.76251e-05,4.71595e+06,
,89,,0.345520,1.32481e-11,3.79445e-05,2.86415e+06,
,90,,0.359682,8.65975e-12,3.76417e-05,4.34674e+06,
,91,,0.365547,6.69606e-12,3.76176e-05,5.61787e+06,
,92,,0.360323,7.48653e-12,3.76122e-05,5.02399e+06,
,93,,0.361377,8.57874e-12,3.79001e-05,4.41791e+06,
,94,,0.357476,8.01149e-12,3.76954e-05,4.70516e+06,
,95,,0.361599,8.33890e-12,3.77034e-05,4.52139e+06,
,96,,0.354748,9.97812e-12,3.77916e-05,3.78745e+06,
,97,,0.365299,6.22261e-12,3.77184e-05,6.06151e+06,
,98,,0.362958,6.73615e-12,3.76638e-05,5.59130e+06,
,99,,0.359656,7.87311e-12,3.77868e-05,4.79948e+06,
,100,,0.359521,9.43514e-12,3.76445e-05,3.98982e+06,
,101,,0.353394,1.01499e-11,3.78575e-05,3.72984e+06,
,102,,0.362565,8.17856e-12,3.76866e-05,4.60798e+06,
,103,,0.363852,7.62991e-12,3.77618e-05,4.94918e+06,
,104,,0.363152,6.72503e-12,3.77263e-05,5.60984e+06,
,105,,0.353110,9.38635e-12,3.77808e-05,4.02508e+06,
,106,,0.361154,7.96925e-12,3.77766e-05,4.74029e+06,
,107,,0.370086,6.59620e-12,3.76614e-05,5.70957e+06,
,108,,0.365363,7.19023e-12,3.76387e-05,5.23471e+06,
,109,,0.355453,8.70187e-12,3.78906e-05,4.35430e+06,
,110,,0.365337,6.73363e-12,3.76109e-05,5.58554e+06,
,111,,0.375089,5.47471e-12,3.75092e-05,6.85136e+06,
,112,,0.363787,7.57848e-12,3.77268e-05,4.97815e+06,
,113,,0.360720,7.51115e-12,3.76815e-05,5.01674e+06,
,114,,0.349048,1.14283e-11,3.78504e-05,3.31198e+06,
,115,,0.372434,5.41772e-12,3.77228e-05,6.96286e+06,
,116,,0.361762,7.27655e-12,3.75476e-05,5.16008e+06,
,117,,0.358986,8.81601e-12,3.78943e-05,4.29834e+06,
,118,,0.365548,6.04748e-12,3.74526e-05,6.19310e+06,
,119,,0.363060,7.57791e-12,3.76203e-05,4.96446e+06,
,120,,0.356044,9.86399e-12,3.78142e-05,3.83356e+06,
,121,,0.358023,8.64141e-12,3.77855e-05,4.37261e+06,
,122,,0.366009,7.11086e-12,3.75811e-05,5.28503e+06,
,123,,0.361602,7.86834e-12,3.76982e-05,4.79112e+06,
,124,,0.356736,9.53524e-12,3.79249e-05,3.97734e+06,
,125,,0.360812,9.34587e-12,3.78735e-05,4.05243e+06,
,126,,0.350480,1.13347e-11,3.78111e-05,3.33587e+06,
,127,,0.350078,1.13815e-11,3.79241e-05,3.33207e+06,
,128,,0.359615,8.47928e-12,3.77212e-05,4.44864e+06,
,129,,0.363635,6.51820e-12,3.75708e-05,5.76399e+06,
,130,,0.361045,7.38598e-12,3.78781e-05,5.12839e+06,
,131,,0.351750,9.14098e-12,3.78223e-05,4.13766e+06,
,132,,0.358616,9.86580e-12,3.79287e-05,3.84446e+06,
,133,,0.354509,9.81569e-12,3.76794e-05,3.83869e+06,
,134,,0.363720,7.99107e-12,3.78678e-05,4.73877e+06,
,135,,0.354125,1.01726e-11,3.77381e-05,3.70976e+06,
,136,,0.370980,6.12974e-12,3.75500e-05,6.12587e+06,
,137,,0.366748,6.91829e-12,3.77080e-05,5.45048e+06,
,138,,0.355655,9.32425e-12,3.77606e-05,4.04972e+06,
,139,,0.357183,8.09485e-12,3.76329e-05,4.64899e+06,
,140,,0.359032,8.06318e-12,3.76570e-05,4.67024e+06,
,141,,0.364513,6.70072e-12,3.77381e-05,5.63195e+06,
,142,,0.353981,8.88151e-12,3.77827e-05,4.25408e+06,
,143,,0.362407,7.26105e-12,3.76707e-05,5.18805e+06,
,144,,0.355123,9.70072e-12,3.78996e-05,3.90688e+06,
,145,,0.363011,8.65973e-12,3.76147e-05,4.34363e+06,
,146,,0.356393,9.13420e-12,3.77796e-05,4.13606e+06,
,147,,0.360260,7.47912e-12,3.79293e-05,5.07135e+06,
,148,,0.359323,7.72270e-12,3.77609e-05,4.88961e+06,
,149,,0.359418,8.12341e-12,3.76722e-05,4.63748e+06,
,150,,0.363225,6.82010e-12,3.77398e-05,5.53361e+06,
,151,,0.363852,6.85665e-12,3.77345e-05,5.50334e+06,
,152,,0.355609,9.44542e-12,3.77761e-05,3.99941e+06,
,153,,0.354356,1.04846e-11,3.77811e-05,3.60350e+06,
,154,,0.362993,7.95118e-12,3.77087e-05,4.74253e+06,
,155,,0.359879,8.37507e-12,3.78256e-05,4.51645e+06,
,156,,0.365981,6.39564e-12,3.77218e-05,5.89804e+06,
,157,,0.357731,7.62883e-12,3.77826e-05,4.95261e+06,
,158,,0.354366,1.09856e-11,3.79229e-05,3.45207e+06,
,159,,0.359829,7.54099e-12,3.77577e-05,5.00699e+06,
,160,,0.368389,6.16093e-12,3.75965e-05,6.10240e+06,
,161,,0.361547,8.67513e-12,3.77663e-05,4.35340e+06,
,162,,0.370003,5.31904e-12,3.76534e-05,7.07897e+06,
,163,,0.357844,8.53135e-12,3.75384e-05,4.40005e+06,
,164,,0.354079,8.71252e-12,3.78098e-05,4.33971e+06,
,165,,0.365028,6.65066e-12,3.76628e-05,5.66301e+06,
,166,,0.354830,8.79650e-12,3.77731e-05,4.29410e+06,
,167,,0.366575,6.26890e-12,3.76243e-05,6.00174e+06,
,168,,0.357495,1.01985e-11,3.78009e-05,3.70651e+06,
,169,,0.358590,9.45065e-12,3.77392e-05,3.99329e+06,
,170,,0.362706,9.47915e-12,3.77657e-05,3.98407e+06,
,171,,0.357602,9.38648e-12,3.77483e-05,4.02157e+06,
,172,,0.351229,9.96183e-12,3.79204e-05,3.80656e+06,
,173,,0.362715,7.78395e-12,3.76907e-05,4.84210e+06,
,174,,0.358121,8.63570e-12,3.76924e-05,4.36472e+06,
,175,,0.364232,6.77994e-12,3.77029e-05,5.56094e+06,
,176,,0.360805,9.29156e-12,3.79003e-05,4.07900e+06,
,177,,0.362081,7.75401e-12,3.78948e-05,4.88713e+06,
,178,,0.352596,1.20609e-11,3.78874e-05,3.14134e+06,
,179,,0.362346,7.92311e-12,3.77306e-05,4.76210e+06,
,180,,0.361677,7.35550e-12,3.77770e-05,5.13588e+06,
,181,,0.358096,8.17147e-12,3.76818e-05,4.61138e+06,
,182,,0.362665,8.25039e-12,3.78433e-05,4.58685e+06,
,183,,0.357983,8.37249e-12,3.76609e-05,4.49817e+06,
,184,,0.361117,7.73921e-12,3.78019e-05,4.88446e+06,
,185,,0.348470,1.20149e-11,3.79607e-05,3.15947e+06,
,186,,0.364152,6.74066e-12,3.77784e-05,5.60455e+06,
,187,,0.353673,9.99538e-12,3.78050e-05,3.78225e+06,
,188,,0.367233,7.88028e-12,3.77028e-05,4.78445e+06,
,189,,0.357703,1.03864e-11,3.77117e-05,3.63087e+06,
,190,,0.366438,5.59563e-12,3.75566e-05,6.71177e+06,
,191,,0.365756,7.00270e-12,3.76977e-05,5.38331e+06,
,192,,0.360676,7.55380e-12,3.79442e-05,5.02319e+06,
,193,,0.362483,7.99713e-12,3.77327e-05,4.71827e+06,
,194,,0.356785,9.55593e-12,3.78805e-05,3.96409e+06,
,195,,0.349188,1.06249e-11,3.77588e-05,3.55379e+06,
,196,,0.357056,8.29737e-12,3.78314e-05,4.55944e+06,
,197,,0.363098,7.41698e-12,3.77512e-05,5.08983e+06,
,198,,0.352205,9.84503e-12,3.79560e-05,3.85535e+06,
,199,,0.364198,7.13319e-12,3.76531e-05,5.27857e+06,
,200,,0.363953,7.36886e-12,--,--,
