drain TotalCurrent(si_1_des) X,drain TotalCurrent(si_1_des) Y,drain TotalCurrent(si_2_des) X,drain TotalCurrent(si_2_des) Y,drain TotalCurrent(si_3_des) X,drain TotalCurrent(si_3_des) Y,drain TotalCurrent(si_4_des) X,drain TotalCurrent(si_4_des) Y,drain TotalCurrent(si_5_des) X,drain TotalCurrent(si_5_des) Y,drain TotalCurrent(si_6_des) X,drain TotalCurrent(si_6_des) Y,drain TotalCurrent(si_7_des) X,drain TotalCurrent(si_7_des) Y,drain TotalCurrent(si_8_des) X,drain TotalCurrent(si_8_des) Y,drain TotalCurrent(si_9_des) X,drain TotalCurrent(si_9_des) Y,drain TotalCurrent(si_10_des) X,drain TotalCurrent(si_10_des) Y,drain TotalCurrent(si_11_des) X,drain TotalCurrent(si_11_des) Y,drain TotalCurrent(si_12_des) X,drain TotalCurrent(si_12_des) Y,drain TotalCurrent(si_13_des) X,drain TotalCurrent(si_13_des) Y,drain TotalCurrent(si_14_des) X,drain TotalCurrent(si_14_des) Y,drain TotalCurrent(si_15_des) X,drain TotalCurrent(si_15_des) Y,drain TotalCurrent(si_16_des) X,drain TotalCurrent(si_16_des) Y,drain TotalCurrent(si_17_des) X,drain TotalCurrent(si_17_des) Y,drain TotalCurrent(si_18_des) X,drain TotalCurrent(si_18_des) Y,drain TotalCurrent(si_19_des) X,drain TotalCurrent(si_19_des) Y,drain TotalCurrent(si_20_des) X,drain TotalCurrent(si_20_des) Y,drain TotalCurrent(si_21_des) X,drain TotalCurrent(si_21_des) Y,drain TotalCurrent(si_22_des) X,drain TotalCurrent(si_22_des) Y,drain TotalCurrent(si_23_des) X,drain TotalCurrent(si_23_des) Y,drain TotalCurrent(si_24_des) X,drain TotalCurrent(si_24_des) Y,drain TotalCurrent(si_25_des) X,drain TotalCurrent(si_25_des) Y,drain TotalCurrent(si_26_des) X,drain TotalCurrent(si_26_des) Y,drain TotalCurrent(si_27_des) X,drain TotalCurrent(si_27_des) Y,drain TotalCurrent(si_28_des) X,drain TotalCurrent(si_28_des) Y,drain TotalCurrent(si_29_des) X,drain TotalCurrent(si_29_des) Y,drain TotalCurrent(si_30_des) X,drain TotalCurrent(si_30_des) Y,drain TotalCurrent(si_31_des) X,drain TotalCurrent(si_31_des) Y,drain TotalCurrent(si_32_des) X,drain TotalCurrent(si_32_des) Y,drain TotalCurrent(si_33_des) X,drain TotalCurrent(si_33_des) Y,drain TotalCurrent(si_34_des) X,drain TotalCurrent(si_34_des) Y,drain TotalCurrent(si_35_des) X,drain TotalCurrent(si_35_des) Y,drain TotalCurrent(si_36_des) X,drain TotalCurrent(si_36_des) Y,drain TotalCurrent(si_37_des) X,drain TotalCurrent(si_37_des) Y,drain TotalCurrent(si_38_des) X,drain TotalCurrent(si_38_des) Y,drain TotalCurrent(si_39_des) X,drain TotalCurrent(si_39_des) Y,drain TotalCurrent(si_40_des) X,drain TotalCurrent(si_40_des) Y,drain TotalCurrent(si_41_des) X,drain TotalCurrent(si_41_des) Y,drain TotalCurrent(si_42_des) X,drain TotalCurrent(si_42_des) Y,drain TotalCurrent(si_43_des) X,drain TotalCurrent(si_43_des) Y,drain TotalCurrent(si_44_des) X,drain TotalCurrent(si_44_des) Y,drain TotalCurrent(si_45_des) X,drain TotalCurrent(si_45_des) Y,drain TotalCurrent(si_46_des) X,drain TotalCurrent(si_46_des) Y,drain TotalCurrent(si_47_des) X,drain TotalCurrent(si_47_des) Y,drain TotalCurrent(si_48_des) X,drain TotalCurrent(si_48_des) Y,drain TotalCurrent(si_49_des) X,drain TotalCurrent(si_49_des) Y,drain TotalCurrent(si_50_des) X,drain TotalCurrent(si_50_des) Y,drain TotalCurrent(si_51_des) X,drain TotalCurrent(si_51_des) Y,drain TotalCurrent(si_52_des) X,drain TotalCurrent(si_52_des) Y,drain TotalCurrent(si_53_des) X,drain TotalCurrent(si_53_des) Y,drain TotalCurrent(si_54_des) X,drain TotalCurrent(si_54_des) Y,drain TotalCurrent(si_55_des) X,drain TotalCurrent(si_55_des) Y,drain TotalCurrent(si_56_des) X,drain TotalCurrent(si_56_des) Y,drain TotalCurrent(si_57_des) X,drain TotalCurrent(si_57_des) Y,drain TotalCurrent(si_58_des) X,drain TotalCurrent(si_58_des) Y,drain TotalCurrent(si_59_des) X,drain TotalCurrent(si_59_des) Y,drain TotalCurrent(si_60_des) X,drain TotalCurrent(si_60_des) Y,drain TotalCurrent(si_61_des) X,drain TotalCurrent(si_61_des) Y,drain TotalCurrent(si_62_des) X,drain TotalCurrent(si_62_des) Y,drain TotalCurrent(si_63_des) X,drain TotalCurrent(si_63_des) Y,drain TotalCurrent(si_64_des) X,drain TotalCurrent(si_64_des) Y,drain TotalCurrent(si_65_des) X,drain TotalCurrent(si_65_des) Y,drain TotalCurrent(si_66_des) X,drain TotalCurrent(si_66_des) Y,drain TotalCurrent(si_67_des) X,drain TotalCurrent(si_67_des) Y,drain TotalCurrent(si_68_des) X,drain TotalCurrent(si_68_des) Y,drain TotalCurrent(si_69_des) X,drain TotalCurrent(si_69_des) Y,drain TotalCurrent(si_70_des) X,drain TotalCurrent(si_70_des) Y,drain TotalCurrent(si_71_des) X,drain TotalCurrent(si_71_des) Y,drain TotalCurrent(si_72_des) X,drain TotalCurrent(si_72_des) Y,drain TotalCurrent(si_73_des) X,drain TotalCurrent(si_73_des) Y,drain TotalCurrent(si_74_des) X,drain TotalCurrent(si_74_des) Y,drain TotalCurrent(si_75_des) X,drain TotalCurrent(si_75_des) Y,drain TotalCurrent(si_76_des) X,drain TotalCurrent(si_76_des) Y,drain TotalCurrent(si_77_des) X,drain TotalCurrent(si_77_des) Y,drain TotalCurrent(si_78_des) X,drain TotalCurrent(si_78_des) Y,drain TotalCurrent(si_79_des) X,drain TotalCurrent(si_79_des) Y,drain TotalCurrent(si_80_des) X,drain TotalCurrent(si_80_des) Y,drain TotalCurrent(si_81_des) X,drain TotalCurrent(si_81_des) Y,drain TotalCurrent(si_82_des) X,drain TotalCurrent(si_82_des) Y,drain TotalCurrent(si_83_des) X,drain TotalCurrent(si_83_des) Y,drain TotalCurrent(si_84_des) X,drain TotalCurrent(si_84_des) Y,drain TotalCurrent(si_85_des) X,drain TotalCurrent(si_85_des) Y,drain TotalCurrent(si_86_des) X,drain TotalCurrent(si_86_des) Y,drain TotalCurrent(si_87_des) X,drain TotalCurrent(si_87_des) Y,drain TotalCurrent(si_88_des) X,drain TotalCurrent(si_88_des) Y,drain TotalCurrent(si_89_des) X,drain TotalCurrent(si_89_des) Y,drain TotalCurrent(si_90_des) X,drain TotalCurrent(si_90_des) Y,drain TotalCurrent(si_91_des) X,drain TotalCurrent(si_91_des) Y,drain TotalCurrent(si_92_des) X,drain TotalCurrent(si_92_des) Y,drain TotalCurrent(si_93_des) X,drain TotalCurrent(si_93_des) Y,drain TotalCurrent(si_94_des) X,drain TotalCurrent(si_94_des) Y,drain TotalCurrent(si_95_des) X,drain TotalCurrent(si_95_des) Y,drain TotalCurrent(si_96_des) X,drain TotalCurrent(si_96_des) Y,drain TotalCurrent(si_97_des) X,drain TotalCurrent(si_97_des) Y,drain TotalCurrent(si_98_des) X,drain TotalCurrent(si_98_des) Y,drain TotalCurrent(si_99_des) X,drain TotalCurrent(si_99_des) Y,drain TotalCurrent(si_100_des) X,drain TotalCurrent(si_100_des) Y,drain TotalCurrent(si_101_des) X,drain TotalCurrent(si_101_des) Y,drain TotalCurrent(si_102_des) X,drain TotalCurrent(si_102_des) Y,drain TotalCurrent(si_103_des) X,drain TotalCurrent(si_103_des) Y,drain TotalCurrent(si_104_des) X,drain TotalCurrent(si_104_des) Y,drain TotalCurrent(si_105_des) X,drain TotalCurrent(si_105_des) Y,drain TotalCurrent(si_106_des) X,drain TotalCurrent(si_106_des) Y,drain TotalCurrent(si_107_des) X,drain TotalCurrent(si_107_des) Y,drain TotalCurrent(si_108_des) X,drain TotalCurrent(si_108_des) Y,drain TotalCurrent(si_109_des) X,drain TotalCurrent(si_109_des) Y,drain TotalCurrent(si_110_des) X,drain TotalCurrent(si_110_des) Y,drain TotalCurrent(si_111_des) X,drain TotalCurrent(si_111_des) Y,drain TotalCurrent(si_112_des) X,drain TotalCurrent(si_112_des) Y,drain TotalCurrent(si_113_des) X,drain TotalCurrent(si_113_des) Y,drain TotalCurrent(si_114_des) X,drain TotalCurrent(si_114_des) Y,drain TotalCurrent(si_115_des) X,drain TotalCurrent(si_115_des) Y,drain TotalCurrent(si_116_des) X,drain TotalCurrent(si_116_des) Y,drain TotalCurrent(si_117_des) X,drain TotalCurrent(si_117_des) Y,drain TotalCurrent(si_118_des) X,drain TotalCurrent(si_118_des) Y,drain TotalCurrent(si_119_des) X,drain TotalCurrent(si_119_des) Y,drain TotalCurrent(si_120_des) X,drain TotalCurrent(si_120_des) Y,drain TotalCurrent(si_121_des) X,drain TotalCurrent(si_121_des) Y,drain TotalCurrent(si_122_des) X,drain TotalCurrent(si_122_des) Y,drain TotalCurrent(si_123_des) X,drain TotalCurrent(si_123_des) Y,drain TotalCurrent(si_124_des) X,drain TotalCurrent(si_124_des) Y,drain TotalCurrent(si_125_des) X,drain TotalCurrent(si_125_des) Y,drain TotalCurrent(si_126_des) X,drain TotalCurrent(si_126_des) Y,drain TotalCurrent(si_127_des) X,drain TotalCurrent(si_127_des) Y,drain TotalCurrent(si_128_des) X,drain TotalCurrent(si_128_des) Y,drain TotalCurrent(si_129_des) X,drain TotalCurrent(si_129_des) Y,drain TotalCurrent(si_130_des) X,drain TotalCurrent(si_130_des) Y,drain TotalCurrent(si_131_des) X,drain TotalCurrent(si_131_des) Y,drain TotalCurrent(si_132_des) X,drain TotalCurrent(si_132_des) Y,drain TotalCurrent(si_133_des) X,drain TotalCurrent(si_133_des) Y,drain TotalCurrent(si_134_des) X,drain TotalCurrent(si_134_des) Y,drain TotalCurrent(si_135_des) X,drain TotalCurrent(si_135_des) Y,drain TotalCurrent(si_136_des) X,drain TotalCurrent(si_136_des) Y,drain TotalCurrent(si_137_des) X,drain TotalCurrent(si_137_des) Y,drain TotalCurrent(si_138_des) X,drain TotalCurrent(si_138_des) Y,drain TotalCurrent(si_139_des) X,drain TotalCurrent(si_139_des) Y,drain TotalCurrent(si_140_des) X,drain TotalCurrent(si_140_des) Y,drain TotalCurrent(si_141_des) X,drain TotalCurrent(si_141_des) Y,drain TotalCurrent(si_142_des) X,drain TotalCurrent(si_142_des) Y,drain TotalCurrent(si_143_des) X,drain TotalCurrent(si_143_des) Y,drain TotalCurrent(si_144_des) X,drain TotalCurrent(si_144_des) Y,drain TotalCurrent(si_145_des) X,drain TotalCurrent(si_145_des) Y,drain TotalCurrent(si_146_des) X,drain TotalCurrent(si_146_des) Y,drain TotalCurrent(si_147_des) X,drain TotalCurrent(si_147_des) Y,drain TotalCurrent(si_148_des) X,drain TotalCurrent(si_148_des) Y,drain TotalCurrent(si_149_des) X,drain TotalCurrent(si_149_des) Y,drain TotalCurrent(si_150_des) X,drain TotalCurrent(si_150_des) Y,drain TotalCurrent(si_151_des) X,drain TotalCurrent(si_151_des) Y,drain TotalCurrent(si_152_des) X,drain TotalCurrent(si_152_des) Y,drain TotalCurrent(si_153_des) X,drain TotalCurrent(si_153_des) Y,drain TotalCurrent(si_154_des) X,drain TotalCurrent(si_154_des) Y,drain TotalCurrent(si_155_des) X,drain TotalCurrent(si_155_des) Y,drain TotalCurrent(si_156_des) X,drain TotalCurrent(si_156_des) Y,drain TotalCurrent(si_157_des) X,drain TotalCurrent(si_157_des) Y,drain TotalCurrent(si_158_des) X,drain TotalCurrent(si_158_des) Y,drain TotalCurrent(si_159_des) X,drain TotalCurrent(si_159_des) Y,drain TotalCurrent(si_160_des) X,drain TotalCurrent(si_160_des) Y,drain TotalCurrent(si_161_des) X,drain TotalCurrent(si_161_des) Y,drain TotalCurrent(si_162_des) X,drain TotalCurrent(si_162_des) Y,drain TotalCurrent(si_163_des) X,drain TotalCurrent(si_163_des) Y,drain TotalCurrent(si_164_des) X,drain TotalCurrent(si_164_des) Y,drain TotalCurrent(si_165_des) X,drain TotalCurrent(si_165_des) Y,drain TotalCurrent(si_166_des) X,drain TotalCurrent(si_166_des) Y,drain TotalCurrent(si_167_des) X,drain TotalCurrent(si_167_des) Y,drain TotalCurrent(si_168_des) X,drain TotalCurrent(si_168_des) Y,drain TotalCurrent(si_169_des) X,drain TotalCurrent(si_169_des) Y,drain TotalCurrent(si_170_des) X,drain TotalCurrent(si_170_des) Y,drain TotalCurrent(si_171_des) X,drain TotalCurrent(si_171_des) Y,drain TotalCurrent(si_172_des) X,drain TotalCurrent(si_172_des) Y,drain TotalCurrent(si_173_des) X,drain TotalCurrent(si_173_des) Y,drain TotalCurrent(si_174_des) X,drain TotalCurrent(si_174_des) Y,drain TotalCurrent(si_175_des) X,drain TotalCurrent(si_175_des) Y,drain TotalCurrent(si_176_des) X,drain TotalCurrent(si_176_des) Y,drain TotalCurrent(si_177_des) X,drain TotalCurrent(si_177_des) Y,drain TotalCurrent(si_178_des) X,drain TotalCurrent(si_178_des) Y,drain TotalCurrent(si_179_des) X,drain TotalCurrent(si_179_des) Y,drain TotalCurrent(si_180_des) X,drain TotalCurrent(si_180_des) Y,drain TotalCurrent(si_181_des) X,drain TotalCurrent(si_181_des) Y,drain TotalCurrent(si_182_des) X,drain TotalCurrent(si_182_des) Y,drain TotalCurrent(si_183_des) X,drain TotalCurrent(si_183_des) Y,drain TotalCurrent(si_184_des) X,drain TotalCurrent(si_184_des) Y,drain TotalCurrent(si_185_des) X,drain TotalCurrent(si_185_des) Y,drain TotalCurrent(si_186_des) X,drain TotalCurrent(si_186_des) Y,drain TotalCurrent(si_187_des) X,drain TotalCurrent(si_187_des) Y,drain TotalCurrent(si_188_des) X,drain TotalCurrent(si_188_des) Y,drain TotalCurrent(si_189_des) X,drain TotalCurrent(si_189_des) Y,drain TotalCurrent(si_190_des) X,drain TotalCurrent(si_190_des) Y,drain TotalCurrent(si_191_des) X,drain TotalCurrent(si_191_des) Y,drain TotalCurrent(si_192_des) X,drain TotalCurrent(si_192_des) Y,drain TotalCurrent(si_193_des) X,drain TotalCurrent(si_193_des) Y,drain TotalCurrent(si_194_des) X,drain TotalCurrent(si_194_des) Y,drain TotalCurrent(si_195_des) X,drain TotalCurrent(si_195_des) Y,drain TotalCurrent(si_196_des) X,drain TotalCurrent(si_196_des) Y,drain TotalCurrent(si_197_des) X,drain TotalCurrent(si_197_des) Y,drain TotalCurrent(si_198_des) X,drain TotalCurrent(si_198_des) Y,drain TotalCurrent(si_199_des) X,drain TotalCurrent(si_199_des) Y,drain TotalCurrent(si_200_des) X,drain TotalCurrent(si_200_des) Y
-0.5,-1.2550587e-20,-0.5,3.0990308e-20,-0.5,-6.1483374e-21,-0.5,-1.8438184e-20,-0.5,-2.6847448e-21,-0.5,-5.2376881e-20,-0.5,-6.6628878e-21,-0.5,2.4591278e-20,-0.5,-4.545811e-20,-0.5,1.766798e-20,-0.5,6.405926e-21,-0.5,-6.660998e-21,-0.5,-2.430315e-21,-0.5,-4.5200463e-20,-0.5,3.4591957e-21,-0.5,-4.9942161e-20,-0.5,-1.2550195e-20,-0.5,3.1984598e-21,-0.5,-3.6367265e-20,-0.5,-5.1387879e-22,-0.5,-3.0477735e-20,-0.5,-3.1973405e-21,-0.5,-5.7750672e-20,-0.5,-1.2551789e-20,-0.5,-2.8300587e-20,-0.5,9.3487632e-21,-0.5,-2.54584e-22,-0.5,-1.2292449e-20,-0.5,-1.2549039e-20,-0.5,-3.0729316e-20,-0.5,-3.419479e-20,-0.5,-1.8180479e-20,-0.5,-3.9716864e-21,-0.5,9.3470941e-21,-0.5,-1.4724239e-20,-0.5,-1.5494308e-20,-0.5,3.1248117e-20,-0.5,1.2292795e-20,-0.5,-5.045996e-20,-0.5,-2.8047745e-20,-0.5,-1.497901e-20,-0.5,-7.7048825e-22,-0.5,7.7631598e-22,-0.5,-1.8955067e-20,-0.5,-4.520204e-20,-0.5,-1.818346e-20,-0.5,-3.6622019e-20,-0.5,-2.6877509e-21,-0.5,-3.3424611e-20,-0.5,2.945227e-21,-0.5,-2.1900407e-20,-0.5,-2.7530471e-20,-0.5,-1.1778796e-20,-0.5,-4.9174025e-20,-0.5,-5.8522727e-20,-0.5,-5.8780403e-20,-0.5,-2.4584184e-20,-0.5,1.0310828e-21,-0.5,-4.5970559e-20,-0.5,-5.5319232e-20,-0.5,-1.5497373e-20,-0.5,-1.0376551e-20,-0.5,-2.4841489e-20,-0.5,-6.9788656e-20,-0.5,1.011876e-20,-0.5,-1.8956648e-20,-0.5,-2.7530656e-20,-0.5,-4.0081285e-20,-0.5,-4.8659919e-20,-0.5,-6.6583367e-20,-0.5,-3.9051687e-20,-0.5,-2.1125819e-20,-0.5,-1.2291461e-20,-0.5,-2.5100531e-20,-0.5,-3.3420081e-20,-0.5,-2.7790131e-20,-0.5,-1.8186767e-20,-0.5,-4.0339963e-20,-0.5,-4.1110336e-20,-0.5,-2.2412989e-20,-0.5,-1.7667807e-20,-0.5,-2.0871456e-20,-0.5,-2.458853e-20,-0.5,-5.3150156e-20,-0.5,-1.2808116e-20,-0.5,-5.8877584e-21,-0.5,-2.4330746e-20,-0.5,2.942538e-21,-0.5,-1.4980344e-20,-0.5,-1.8439857e-20,-0.5,-4.622969e-20,-0.5,-3.0992928e-20,-0.5,1.2064991e-24,-0.5,-4.3538785e-20,-0.5,-2.7788428e-20,-0.5,1.8955091e-20,-0.5,-6.1724443e-20,-0.5,-2.7529004e-20,-0.5,-1.8186953e-20,-0.5,9.6094949e-21,-0.5,-1.921298e-20,-0.5,2.9470722e-21,-0.5,-2.4583695e-20,-0.5,-5.6315145e-21,-0.5,1.5237494e-20,-0.5,-2.1127907e-20,-0.5,-2.9705508e-20,-0.5,-5.8940711e-21,-0.5,-9.6063953e-21,-0.5,1.3578084e-20,-0.5,-9.8643159e-21,-0.5,-1.2291076e-20,-0.5,-2.752935e-20,-0.5,3.2016374e-21,-0.5,-4.8915831e-20,-0.5,5.8874571e-21,-0.5,-2.4843314e-20,-0.5,1.2040478e-20,-0.5,-2.8303865e-20,-0.5,-2.8042911e-20,-0.5,-2.164242e-20,-0.5,1.2293884e-20,-0.5,-3.0477814e-20,-0.5,-3.0479104e-20,-0.5,-3.6368197e-20,-0.5,-2.779004e-20,-0.5,-2.4317146e-21,-0.5,-3.0988716e-20,-0.5,3.4452626e-20,-0.5,-6.1211282e-20,-0.5,-1.5497464e-20,-0.5,-2.4586812e-20,-0.5,-3.4449819e-20,-0.5,-3.3422974e-20,-0.5,-3.3684111e-20,-0.5,2.9435787e-21,-0.5,-3.7157922e-21,-0.5,-3.7138643e-20,-0.5,-8.3188774e-21,-0.5,-2.4587142e-20,-0.5,-1.2550502e-20,-0.5,-2.3557445e-20,-0.5,-6.1208334e-20,-0.5,-1.8955584e-20,-0.5,5.8874455e-21,-0.5,1.8186465e-20,-0.5,-3.3676488e-20,-0.5,-5.877999e-20,-0.5,-1.5238177e-20,-0.5,-1.2292733e-20,-0.5,1.8695598e-20,-0.5,-8.8350619e-21,-0.5,-3.1985818e-21,-0.5,-3.0476159e-20,-0.5,-1.5755149e-20,-0.5,-3.4193353e-20,-0.5,-9.3459901e-21,-0.5,2.9452207e-21,-0.5,-3.6365718e-20,-0.5,-6.6613884e-21,-0.5,-1.5496139e-20,-0.5,-1.8181655e-20,-0.5,-1.3065744e-20,-0.5,-2.4846372e-20,-0.5,1.5494386e-20,-0.5,-6.441188e-20,-0.5,-2.4587073e-20,-0.5,1.2038122e-20,-0.5,5.8893711e-21,-0.5,-3.047336e-20,-0.5,-1.5235236e-20,-0.5,-1.9213026e-20,-0.5,-3.671058e-25,-0.5,-3.316573e-20,-0.5,-3.0991536e-20,-0.5,-2.6846797e-21,-0.5,6.1456201e-21,-0.5,-2.1388134e-20,-0.5,-1.6601035e-21,-0.5,-5.1247738e-22,-0.5,-3.6365808e-20,-0.5,-2.1896199e-20,-0.5,-2.6846523e-21,-0.5,-6.9157102e-21,-0.5,5.6300753e-21,-0.5,-1.8442958e-20,-0.5,-4.3282962e-20,-0.5,-9.6079785e-21,-0.5,-2.3301022e-20,-0.5,-1.818203e-20,-0.5,-2.7790209e-20,-0.5,-2.4069934e-20,-0.5,1.5751971e-20,-0.5,-1.4725492e-20,-0.5,3.9705757e-21,-0.5,-1.5494503e-20,-0.5,-3.982483e-20,-0.5,-2.4586724e-20,-0.5,-2.8046422e-20,-0.5,-3.3935743e-20
-0.5,1.6087941e-19,-0.5,2.1038536e-19,-0.5,-1.8493245e-19,-0.5,1.9943366e-19,-0.5,-1.3725586e-19,-0.5,-1.2908506e-20,-0.5,-1.405698e-19,-0.5,6.973523e-20,-0.5,1.783975e-19,-0.5,-2.2535053e-19,-0.5,1.5951265e-20,-0.5,3.0836118e-19,-0.5,8.2850792e-20,-0.5,-1.5721417e-19,-0.5,3.1171942e-19,-0.5,4.7256298e-20,-0.5,1.0017961e-19,-0.5,-7.1822151e-20,-0.5,-1.4020498e-19,-0.5,-1.3804386e-19,-0.5,2.2582496e-20,-0.5,-5.0035044e-20,-0.5,2.5101322e-19,-0.5,-3.2055029e-20,-0.5,-3.1115411e-19,-0.5,-2.0167218e-19,-0.5,1.163387e-19,-0.5,-2.7500244e-19,-0.5,1.1361111e-19,-0.5,1.87523e-19,-0.5,-1.1321438e-19,-0.5,-5.7836824e-20,-0.5,-1.1952234e-19,-0.5,-1.5732832e-19,-0.5,1.4963839e-19,-0.5,-8.0227207e-20,-0.5,2.8801593e-19,-0.5,-3.0588836e-21,-0.5,1.9539015e-19,-0.5,-1.5119879e-20,-0.5,-2.1135222e-19,-0.5,2.6258289e-19,-0.5,2.3994769e-20,-0.5,2.0812745e-19,-0.5,1.3437408e-19,-0.5,-3.5420192e-20,-0.5,2.4687931e-19,-0.5,1.7542286e-19,-0.5,-8.6529849e-20,-0.5,8.5925398e-20,-0.5,-2.4145178e-19,-0.5,5.3953653e-20,-0.5,-1.6565582e-19,-0.5,3.566643e-19,-0.5,-4.5544697e-19,-0.5,1.5891942e-19,-0.5,1.1193214e-19,-0.5,3.2287932e-19,-0.5,4.2284372e-19,-0.5,-8.9502829e-20,-0.5,2.3210207e-20,-0.5,-3.6098916e-19,-0.5,1.6264502e-19,-0.5,1.6541435e-19,-0.5,7.9877738e-21,-0.5,-4.4678199e-20,-0.5,5.0340572e-21,-0.5,1.5051505e-19,-0.5,-6.1179412e-20,-0.5,2.187054e-19,-0.5,5.5942921e-20,-0.5,-1.1572019e-19,-0.5,-2.7106895e-20,-0.5,-5.6805022e-20,-0.5,1.588103e-19,-0.5,-8.654274e-20,-0.5,2.216518e-19,-0.5,-1.5502091e-19,-0.5,-1.017553e-19,-0.5,-2.7888295e-20,-0.5,2.17287e-19,-0.5,2.5181553e-19,-0.5,-1.7349252e-19,-0.5,8.5538545e-20,-0.5,3.897105e-20,-0.5,6.299161e-20,-0.5,-7.8212118e-20,-0.5,-2.979482e-19,-0.5,1.7299991e-19,-0.5,1.9606619e-20,-0.5,4.9729596e-19,-0.5,-1.0535929e-19,-0.5,-1.0106243e-19,-0.5,-2.6465797e-19,-0.5,4.9604114e-20,-0.5,-1.8255641e-19,-0.5,1.3025605e-19,-0.5,2.184809e-19,-0.5,-1.3505177e-19,-0.5,-9.496089e-20,-0.5,2.0009396e-20,-0.5,-9.4239427e-21,-0.5,-6.4233053e-20,-0.5,5.7242193e-20,-0.5,1.7305686e-19,-0.5,-2.3288993e-19,-0.5,-4.0129491e-21,-0.5,4.9698016e-19,-0.5,-5.5544998e-20,-0.5,6.7908331e-19,-0.5,-2.9180751e-19,-0.5,3.5999266e-19,-0.5,3.3578458e-20,-0.5,-1.1335336e-19,-0.5,-2.1462642e-19,-0.5,1.912373e-19,-0.5,9.4036447e-21,-0.5,-7.1310369e-20,-0.5,1.4100319e-20,-0.5,-2.2881057e-19,-0.5,-2.1112615e-19,-0.5,3.7359601e-21,-0.5,1.1696643e-19,-0.5,-1.1791391e-19,-0.5,1.1971713e-19,-0.5,2.7964272e-19,-0.5,1.7110764e-19,-0.5,-1.1931293e-19,-0.5,-1.6465839e-19,-0.5,-1.0206502e-19,-0.5,1.8936925e-20,-0.5,-1.9108847e-19,-0.5,2.4599151e-19,-0.5,6.1423054e-20,-0.5,1.6211629e-19,-0.5,-1.9318838e-19,-0.5,-2.71696e-19,-0.5,-6.7192593e-20,-0.5,1.8213123e-20,-0.5,7.5809944e-20,-0.5,-3.1177756e-19,-0.5,4.3826715e-20,-0.5,5.1539711e-20,-0.5,3.2477209e-19,-0.5,-1.3183814e-19,-0.5,-2.1847932e-20,-0.5,2.7226543e-19,-0.5,2.5535188e-19,-0.5,3.717826e-20,-0.5,-1.4932719e-19,-0.5,-8.846757e-20,-0.5,-2.5975433e-20,-0.5,-3.3280062e-19,-0.5,-6.9505472e-22,-0.5,-4.106076e-20,-0.5,2.9222732e-19,-0.5,-6.8945236e-20,-0.5,1.6103285e-19,-0.5,2.6957647e-19,-0.5,6.0199636e-19,-0.5,-3.890666e-20,-0.5,1.3676414e-19,-0.5,7.6180877e-19,-0.5,3.0797521e-20,-0.5,-1.1859075e-19,-0.5,-3.9759579e-20,-0.5,-1.1805336e-20,-0.5,-2.9840103e-20,-0.5,1.2815317e-20,-0.5,-1.4978644e-20,-0.5,2.6616978e-19,-0.5,-1.7529819e-19,-0.5,-2.2119655e-19,-0.5,-4.2970795e-20,-0.5,-2.6842007e-19,-0.5,-7.8831568e-20,-0.5,-1.4016573e-19,-0.5,-1.8040547e-20,-0.5,-1.6482945e-19,-0.5,4.7549115e-20,-0.5,-2.942952e-19,-0.5,-4.6582134e-20,-0.5,3.7432095e-19,-0.5,2.1990683e-19,-0.5,-1.0515718e-19,-0.5,-6.6989091e-20,-0.5,4.6122432e-20,-0.5,-2.1463676e-19,-0.5,1.8170964e-19,-0.5,3.8280406e-19,-0.5,6.0331711e-20,-0.5,-1.2378881e-19,-0.5,1.5612842e-19,-0.5,5.2292725e-20,-0.5,1.5986047e-19,-0.5,4.0005935e-19,-0.5,-4.8785859e-20,-0.5,1.7404373e-19,-0.5,6.0625046e-20,-0.5,-1.0689006e-19
